id,timestamp,voltage,current,power_factor,temperature,humidity,zone,grid_status
GRD-20260412-1005375,2026-04-12T22:00:00Z,219.68,40.55,0.9,30.7,56.8,zone1,Normal
GRD-20260412-2005375,2026-04-12T22:00:00Z,217.74,13.29,0.82,30.7,56.8,zone2,Warning
GRD-20260412-3005375,2026-04-12T22:00:00Z,221.66,93.69,0.86,30.7,56.8,zone3,Normal
GRD-20260412-4005375,2026-04-12T22:00:00Z,222.78,226.45,0.84,30.7,56.8,zone4,Warning
GRD-20260412-1005376,2026-04-12T23:00:00Z,221.13,15.26,0.95,26.4,67.1,zone1,Normal
GRD-20260412-2005376,2026-04-12T23:00:00Z,220.31,21.8,0.82,26.4,67.1,zone2,Warning
GRD-20260412-3005376,2026-04-12T23:00:00Z,213.58,81.5,0.88,26.4,67.1,zone3,Normal
GRD-20260412-4005376,2026-04-12T23:00:00Z,215.31,115.93,0.8,26.4,67.1,zone4,Warning
GRD-20260413-1005377,2026-04-13T00:00:00Z,220.5,40.6,0.9,30.6,68.6,zone1,Normal
GRD-20260413-2005377,2026-04-13T00:00:00Z,219.68,19.24,0.82,30.6,68.6,zone2,Warning
GRD-20260413-3005377,2026-04-13T00:00:00Z,216.55,43.02,0.94,30.6,68.6,zone3,Normal
GRD-20260413-4005377,2026-04-13T00:00:00Z,210.44,168.81,0.82,30.6,68.6,zone4,Warning
GRD-20260413-1005378,2026-04-13T01:00:00Z,220.11,43.42,0.95,27.4,61.3,zone1,Normal
GRD-20260413-2005378,2026-04-13T01:00:00Z,221.77,12.45,0.89,27.4,61.3,zone2,Normal
GRD-20260413-3005378,2026-04-13T01:00:00Z,218.09,67.21,0.85,27.4,61.3,zone3,Normal
GRD-20260413-4005378,2026-04-13T01:00:00Z,210.33,219.04,0.7,27.4,61.3,zone4,Critical
GRD-20260413-1005379,2026-04-13T02:00:00Z,216.02,44.12,0.96,25.3,88.7,zone1,Normal
GRD-20260413-2005379,2026-04-13T02:00:00Z,212.29,7.43,0.83,25.3,88.7,zone2,Warning
GRD-20260413-3005379,2026-04-13T02:00:00Z,215.92,99.78,0.89,25.3,88.7,zone3,Normal
GRD-20260413-4005379,2026-04-13T02:00:00Z,223.33,249.25,0.78,25.3,88.7,zone4,Critical
GRD-20260413-1005380,2026-04-13T03:00:00Z,218.37,44.22,0.98,34.5,51.2,zone1,Normal
GRD-20260413-2005380,2026-04-13T03:00:00Z,225.3,18.5,0.9,34.5,51.2,zone2,Normal
GRD-20260413-3005380,2026-04-13T03:00:00Z,218.65,77.75,0.88,34.5,51.2,zone3,Normal
GRD-20260413-4005380,2026-04-13T03:00:00Z,220.16,131.24,0.78,34.5,51.2,zone4,Critical
GRD-20260413-1005381,2026-04-13T04:00:00Z,216.52,20.11,0.92,27.6,78.7,zone1,Normal
GRD-20260413-2005381,2026-04-13T04:00:00Z,210.72,21.22,0.86,27.6,78.7,zone2,Normal
GRD-20260413-3005381,2026-04-13T04:00:00Z,219.5,53.16,0.94,27.6,78.7,zone3,Normal
GRD-20260413-4005381,2026-04-13T04:00:00Z,216.57,163.22,0.91,27.6,78.7,zone4,Normal
GRD-20260413-1005382,2026-04-13T05:00:00Z,220.66,38.41,0.92,35.8,68.2,zone1,Normal
GRD-20260413-2005382,2026-04-13T05:00:00Z,222.95,7.73,0.91,35.8,68.2,zone2,Normal
GRD-20260413-3005382,2026-04-13T05:00:00Z,213.13,65.58,0.86,35.8,68.2,zone3,Normal
GRD-20260413-4005382,2026-04-13T05:00:00Z,209.87,140.49,0.74,35.8,68.2,zone4,Critical
GRD-20260413-1005383,2026-04-13T06:00:00Z,215.35,22.49,0.91,27.7,80.0,zone1,Normal
GRD-20260413-2005383,2026-04-13T06:00:00Z,222.34,11.84,0.83,27.7,80.0,zone2,Warning
GRD-20260413-3005383,2026-04-13T06:00:00Z,222.71,92.26,0.93,27.7,80.0,zone3,Normal
GRD-20260413-4005383,2026-04-13T06:00:00Z,210.3,183.3,0.77,27.7,80.0,zone4,Critical
GRD-20260413-1005384,2026-04-13T07:00:00Z,215.13,20.76,0.97,29.5,57.6,zone1,Normal
GRD-20260413-2005384,2026-04-13T07:00:00Z,226.91,14.85,0.95,29.5,57.6,zone2,Normal
GRD-20260413-3005384,2026-04-13T07:00:00Z,220.86,59.76,0.9,29.5,57.6,zone3,Normal
GRD-20260413-4005384,2026-04-13T07:00:00Z,228.2,221.52,0.73,29.5,57.6,zone4,Critical
GRD-20260413-1005385,2026-04-13T08:00:00Z,218.25,47.57,0.95,25.5,76.1,zone1,Normal
GRD-20260413-2005385,2026-04-13T08:00:00Z,223.88,22.9,0.9,25.5,76.1,zone2,Normal
GRD-20260413-3005385,2026-04-13T08:00:00Z,221.93,61.82,0.94,25.5,76.1,zone3,Normal
GRD-20260413-4005385,2026-04-13T08:00:00Z,202.71,295.96,0.75,25.5,76.1,zone4,Critical
GRD-20260413-1005386,2026-04-13T09:00:00Z,218.09,22.01,0.97,30.6,83.0,zone1,Normal
GRD-20260413-2005386,2026-04-13T09:00:00Z,214.74,11.27,0.81,30.6,83.0,zone2,Warning
GRD-20260413-3005386,2026-04-13T09:00:00Z,212.72,89.08,0.89,30.6,83.0,zone3,Normal
GRD-20260413-4005386,2026-04-13T09:00:00Z,222.36,289.04,0.71,30.6,83.0,zone4,Critical
GRD-20260413-1005387,2026-04-13T10:00:00Z,219.01,35.67,0.92,35.1,53.3,zone1,Normal
GRD-20260413-2005387,2026-04-13T10:00:00Z,215.08,16.55,0.91,35.1,53.3,zone2,Normal
GRD-20260413-3005387,2026-04-13T10:00:00Z,215.47,68.98,0.86,35.1,53.3,zone3,Normal
GRD-20260413-4005387,2026-04-13T10:00:00Z,202.03,123.08,0.89,35.1,53.3,zone4,Warning
GRD-20260413-1005388,2026-04-13T11:00:00Z,216.38,43.28,0.94,25.5,83.2,zone1,Normal
GRD-20260413-2005388,2026-04-13T11:00:00Z,214.07,12.19,0.92,25.5,83.2,zone2,Normal
GRD-20260413-3005388,2026-04-13T11:00:00Z,221.72,69.97,0.86,25.5,83.2,zone3,Normal
GRD-20260413-4005388,2026-04-13T11:00:00Z,217.1,264.88,0.77,25.5,83.2,zone4,Critical
GRD-20260413-1005389,2026-04-13T12:00:00Z,219.06,39.62,0.92,31.1,67.9,zone1,Normal
GRD-20260413-2005389,2026-04-13T12:00:00Z,213.18,12.33,0.81,31.1,67.9,zone2,Warning
GRD-20260413-3005389,2026-04-13T12:00:00Z,218.69,51.84,0.91,31.1,67.9,zone3,Normal
GRD-20260413-4005389,2026-04-13T12:00:00Z,208.4,291.67,0.72,31.1,67.9,zone4,Critical
GRD-20260413-1005390,2026-04-13T13:00:00Z,217.48,21.0,0.91,24.3,85.1,zone1,Normal
GRD-20260413-2005390,2026-04-13T13:00:00Z,219.73,22.92,0.87,24.3,85.1,zone2,Normal
GRD-20260413-3005390,2026-04-13T13:00:00Z,218.95,73.66,0.86,24.3,85.1,zone3,Normal
GRD-20260413-4005390,2026-04-13T13:00:00Z,217.44,106.22,0.9,24.3,85.1,zone4,Normal
GRD-20260413-1005391,2026-04-13T14:00:00Z,222.75,44.29,0.97,31.6,64.2,zone1,Normal
GRD-20260413-2005391,2026-04-13T14:00:00Z,212.25,18.33,0.82,31.6,64.2,zone2,Warning
GRD-20260413-3005391,2026-04-13T14:00:00Z,223.5,90.29,0.91,31.6,64.2,zone3,Normal
GRD-20260413-4005391,2026-04-13T14:00:00Z,216.1,156.34,0.89,31.6,64.2,zone4,Normal
GRD-20260413-1005392,2026-04-13T15:00:00Z,220.56,35.07,0.96,29.4,69.1,zone1,Normal
GRD-20260413-2005392,2026-04-13T15:00:00Z,220.74,20.72,0.81,29.4,69.1,zone2,Warning
GRD-20260413-3005392,2026-04-13T15:00:00Z,220.03,76.18,0.87,29.4,69.1,zone3,Normal
GRD-20260413-4005392,2026-04-13T15:00:00Z,212.54,295.33,0.85,29.4,69.1,zone4,Normal
GRD-20260413-1005393,2026-04-13T16:00:00Z,219.2,47.45,0.97,27.3,83.2,zone1,Normal
GRD-20260413-2005393,2026-04-13T16:00:00Z,226.96,12.43,0.86,27.3,83.2,zone2,Normal
GRD-20260413-3005393,2026-04-13T16:00:00Z,217.98,61.85,0.94,27.3,83.2,zone3,Normal
GRD-20260413-4005393,2026-04-13T16:00:00Z,212.28,244.25,0.84,27.3,83.2,zone4,Warning
GRD-20260413-1005394,2026-04-13T17:00:00Z,217.33,34.27,0.98,35.2,80.3,zone1,Normal
GRD-20260413-2005394,2026-04-13T17:00:00Z,210.77,17.8,0.88,35.2,80.3,zone2,Normal
GRD-20260413-3005394,2026-04-13T17:00:00Z,219.71,80.74,0.93,35.2,80.3,zone3,Normal
GRD-20260413-4005394,2026-04-13T17:00:00Z,205.55,215.06,0.91,35.2,80.3,zone4,Normal
GRD-20260413-1005395,2026-04-13T18:00:00Z,220.09,43.08,0.95,26.1,67.9,zone1,Normal
GRD-20260413-2005395,2026-04-13T18:00:00Z,218.38,15.26,0.9,26.1,67.9,zone2,Normal
GRD-20260413-3005395,2026-04-13T18:00:00Z,210.38,58.44,0.89,26.1,67.9,zone3,Normal
GRD-20260413-4005395,2026-04-13T18:00:00Z,216.62,277.3,0.87,26.1,67.9,zone4,Normal
GRD-20260413-1005396,2026-04-13T19:00:00Z,220.55,44.38,0.95,24.7,71.2,zone1,Normal
GRD-20260413-2005396,2026-04-13T19:00:00Z,211.9,17.06,0.94,24.7,71.2,zone2,Normal
GRD-20260413-3005396,2026-04-13T19:00:00Z,218.97,55.64,0.89,24.7,71.2,zone3,Normal
GRD-20260413-4005396,2026-04-13T19:00:00Z,210.29,280.02,0.85,24.7,71.2,zone4,Normal
GRD-20260413-1005397,2026-04-13T20:00:00Z,221.58,41.88,0.96,32.1,82.3,zone1,Normal
GRD-20260413-2005397,2026-04-13T20:00:00Z,212.8,17.21,0.92,32.1,82.3,zone2,Normal
GRD-20260413-3005397,2026-04-13T20:00:00Z,218.66,51.78,0.89,32.1,82.3,zone3,Normal
GRD-20260413-4005397,2026-04-13T20:00:00Z,210.17,260.65,0.72,32.1,82.3,zone4,Critical
GRD-20260413-1005398,2026-04-13T21:00:00Z,219.65,18.99,0.96,26.0,69.3,zone1,Normal
GRD-20260413-2005398,2026-04-13T21:00:00Z,224.12,21.93,0.84,26.0,69.3,zone2,Warning
GRD-20260413-3005398,2026-04-13T21:00:00Z,222.62,48.92,0.86,26.0,69.3,zone3,Normal
GRD-20260413-4005398,2026-04-13T21:00:00Z,222.44,244.64,0.82,26.0,69.3,zone4,Warning
GRD-20260413-1005399,2026-04-13T22:00:00Z,221.59,40.87,0.99,34.7,85.1,zone1,Normal
GRD-20260413-2005399,2026-04-13T22:00:00Z,220.94,16.42,0.83,34.7,85.1,zone2,Warning
GRD-20260413-3005399,2026-04-13T22:00:00Z,217.01,95.71,0.89,34.7,85.1,zone3,Normal
GRD-20260413-4005399,2026-04-13T22:00:00Z,205.26,110.04,0.85,34.7,85.1,zone4,Normal
GRD-20260413-1005400,2026-04-13T23:00:00Z,223.27,15.45,0.91,32.5,58.4,zone1,Normal
GRD-20260413-2005400,2026-04-13T23:00:00Z,223.93,16.96,0.9,32.5,58.4,zone2,Normal
GRD-20260413-3005400,2026-04-13T23:00:00Z,217.75,90.07,0.91,32.5,58.4,zone3,Normal
GRD-20260413-4005400,2026-04-13T23:00:00Z,216.06,148.65,0.88,32.5,58.4,zone4,Normal
GRD-20260414-1005401,2026-04-14T00:00:00Z,218.3,16.82,0.95,31.2,83.8,zone1,Normal
GRD-20260414-2005401,2026-04-14T00:00:00Z,208.87,10.3,0.88,31.2,83.8,zone2,Normal
GRD-20260414-3005401,2026-04-14T00:00:00Z,226.55,55.19,0.85,31.2,83.8,zone3,Normal
GRD-20260414-4005401,2026-04-14T00:00:00Z,222.36,147.79,0.91,31.2,83.8,zone4,Normal
GRD-20260414-1005402,2026-04-14T01:00:00Z,223.2,39.46,0.95,28.1,81.5,zone1,Normal
GRD-20260414-2005402,2026-04-14T01:00:00Z,219.89,12.55,0.82,28.1,81.5,zone2,Warning
GRD-20260414-3005402,2026-04-14T01:00:00Z,228.36,96.56,0.92,28.1,81.5,zone3,Normal
GRD-20260414-4005402,2026-04-14T01:00:00Z,203.04,172.76,0.74,28.1,81.5,zone4,Critical
GRD-20260414-1005403,2026-04-14T02:00:00Z,223.55,24.18,0.99,28.1,53.0,zone1,Normal
GRD-20260414-2005403,2026-04-14T02:00:00Z,218.46,9.67,0.94,28.1,53.0,zone2,Normal
GRD-20260414-3005403,2026-04-14T02:00:00Z,221.06,46.43,0.93,28.1,53.0,zone3,Normal
GRD-20260414-4005403,2026-04-14T02:00:00Z,226.68,151.12,0.76,28.1,53.0,zone4,Critical
GRD-20260414-1005404,2026-04-14T03:00:00Z,226.98,27.84,0.91,24.2,71.4,zone1,Normal
GRD-20260414-2005404,2026-04-14T03:00:00Z,222.03,12.77,0.92,24.2,71.4,zone2,Normal
GRD-20260414-3005404,2026-04-14T03:00:00Z,225.71,48.27,0.9,24.2,71.4,zone3,Normal
GRD-20260414-4005404,2026-04-14T03:00:00Z,209.25,261.79,0.88,24.2,71.4,zone4,Normal
GRD-20260414-1005405,2026-04-14T04:00:00Z,219.22,27.96,0.97,26.9,75.4,zone1,Normal
GRD-20260414-2005405,2026-04-14T04:00:00Z,218.92,16.2,0.85,26.9,75.4,zone2,Normal
GRD-20260414-3005405,2026-04-14T04:00:00Z,216.16,71.6,0.93,26.9,75.4,zone3,Normal
GRD-20260414-4005405,2026-04-14T04:00:00Z,216.72,177.46,0.73,26.9,75.4,zone4,Critical
GRD-20260414-1005406,2026-04-14T05:00:00Z,219.43,28.42,0.91,31.5,67.9,zone1,Normal
GRD-20260414-2005406,2026-04-14T05:00:00Z,223.94,14.92,0.91,31.5,67.9,zone2,Normal
GRD-20260414-3005406,2026-04-14T05:00:00Z,205.89,50.02,0.88,31.5,67.9,zone3,Normal
GRD-20260414-4005406,2026-04-14T05:00:00Z,211.3,121.25,0.72,31.5,67.9,zone4,Critical
GRD-20260414-1005407,2026-04-14T06:00:00Z,216.57,40.29,0.96,30.4,88.4,zone1,Normal
GRD-20260414-2005407,2026-04-14T06:00:00Z,213.92,5.85,0.92,30.4,88.4,zone2,Normal
GRD-20260414-3005407,2026-04-14T06:00:00Z,220.95,92.77,0.85,30.4,88.4,zone3,Normal
GRD-20260414-4005407,2026-04-14T06:00:00Z,212.17,104.31,0.73,30.4,88.4,zone4,Critical
GRD-20260414-1005408,2026-04-14T07:00:00Z,216.54,45.95,0.98,28.9,66.1,zone1,Normal
GRD-20260414-2005408,2026-04-14T07:00:00Z,218.13,22.79,0.87,28.9,66.1,zone2,Normal
GRD-20260414-3005408,2026-04-14T07:00:00Z,216.79,88.26,0.92,28.9,66.1,zone3,Normal
GRD-20260414-4005408,2026-04-14T07:00:00Z,215.61,201.58,0.88,28.9,66.1,zone4,Normal
GRD-20260414-1005409,2026-04-14T08:00:00Z,218.5,42.98,0.94,35.6,78.9,zone1,Normal
GRD-20260414-2005409,2026-04-14T08:00:00Z,222.03,10.28,0.8,35.6,78.9,zone2,Warning
GRD-20260414-3005409,2026-04-14T08:00:00Z,219.38,93.97,0.94,35.6,78.9,zone3,Normal
GRD-20260414-4005409,2026-04-14T08:00:00Z,225.49,261.13,0.85,35.6,78.9,zone4,Normal
GRD-20260414-1005410,2026-04-14T09:00:00Z,224.3,29.71,0.91,29.8,68.7,zone1,Normal
GRD-20260414-2005410,2026-04-14T09:00:00Z,223.01,12.2,0.94,29.8,68.7,zone2,Normal
GRD-20260414-3005410,2026-04-14T09:00:00Z,217.47,96.56,0.9,29.8,68.7,zone3,Normal
GRD-20260414-4005410,2026-04-14T09:00:00Z,209.74,183.11,0.72,29.8,68.7,zone4,Critical
GRD-20260414-1005411,2026-04-14T10:00:00Z,221.49,25.31,0.92,24.9,53.3,zone1,Normal
GRD-20260414-2005411,2026-04-14T10:00:00Z,225.89,15.63,0.91,24.9,53.3,zone2,Normal
GRD-20260414-3005411,2026-04-14T10:00:00Z,224.62,76.09,0.88,24.9,53.3,zone3,Normal
GRD-20260414-4005411,2026-04-14T10:00:00Z,215.66,148.13,0.75,24.9,53.3,zone4,Critical
GRD-20260414-1005412,2026-04-14T11:00:00Z,220.23,40.17,0.98,28.3,87.8,zone1,Normal
GRD-20260414-2005412,2026-04-14T11:00:00Z,228.83,11.63,0.93,28.3,87.8,zone2,Normal
GRD-20260414-3005412,2026-04-14T11:00:00Z,211.83,67.35,0.93,28.3,87.8,zone3,Normal
GRD-20260414-4005412,2026-04-14T11:00:00Z,225.82,144.91,0.85,28.3,87.8,zone4,Normal
GRD-20260414-1005413,2026-04-14T12:00:00Z,217.52,36.87,0.94,29.7,56.4,zone1,Normal
GRD-20260414-2005413,2026-04-14T12:00:00Z,225.8,5.64,0.88,29.7,56.4,zone2,Normal
GRD-20260414-3005413,2026-04-14T12:00:00Z,220.87,66.63,0.91,29.7,56.4,zone3,Normal
GRD-20260414-4005413,2026-04-14T12:00:00Z,217.26,207.79,0.91,29.7,56.4,zone4,Normal
GRD-20260414-1005414,2026-04-14T13:00:00Z,216.97,48.93,0.94,32.3,77.2,zone1,Normal
GRD-20260414-2005414,2026-04-14T13:00:00Z,221.91,15.35,0.94,32.3,77.2,zone2,Normal
GRD-20260414-3005414,2026-04-14T13:00:00Z,215.97,84.21,0.89,32.3,77.2,zone3,Normal
GRD-20260414-4005414,2026-04-14T13:00:00Z,221.02,117.99,0.86,32.3,77.2,zone4,Normal
GRD-20260414-1005415,2026-04-14T14:00:00Z,213.3,38.76,0.92,27.1,82.5,zone1,Normal
GRD-20260414-2005415,2026-04-14T14:00:00Z,216.89,24.71,0.93,27.1,82.5,zone2,Normal
GRD-20260414-3005415,2026-04-14T14:00:00Z,221.72,47.61,0.85,27.1,82.5,zone3,Normal
GRD-20260414-4005415,2026-04-14T14:00:00Z,224.87,247.35,0.79,27.1,82.5,zone4,Critical
GRD-20260414-1005416,2026-04-14T15:00:00Z,222.36,29.22,0.93,31.9,75.9,zone1,Normal
GRD-20260414-2005416,2026-04-14T15:00:00Z,212.96,16.77,0.89,31.9,75.9,zone2,Normal
GRD-20260414-3005416,2026-04-14T15:00:00Z,216.34,82.24,0.94,31.9,75.9,zone3,Normal
GRD-20260414-4005416,2026-04-14T15:00:00Z,212.94,144.49,0.88,31.9,75.9,zone4,Normal
GRD-20260414-1005417,2026-04-14T16:00:00Z,218.56,28.12,0.91,25.7,79.5,zone1,Normal
GRD-20260414-2005417,2026-04-14T16:00:00Z,211.37,17.91,0.86,25.7,79.5,zone2,Normal
GRD-20260414-3005417,2026-04-14T16:00:00Z,223.84,73.14,0.86,25.7,79.5,zone3,Normal
GRD-20260414-4005417,2026-04-14T16:00:00Z,216.79,236.79,0.91,25.7,79.5,zone4,Normal
GRD-20260414-1005418,2026-04-14T17:00:00Z,220.32,41.06,0.94,27.1,70.2,zone1,Normal
GRD-20260414-2005418,2026-04-14T17:00:00Z,205.84,17.95,0.95,27.1,70.2,zone2,Normal
GRD-20260414-3005418,2026-04-14T17:00:00Z,216.96,66.36,0.91,27.1,70.2,zone3,Normal
GRD-20260414-4005418,2026-04-14T17:00:00Z,214.47,267.65,0.71,27.1,70.2,zone4,Critical
GRD-20260414-1005419,2026-04-14T18:00:00Z,218.33,36.43,0.93,26.0,76.5,zone1,Normal
GRD-20260414-2005419,2026-04-14T18:00:00Z,220.22,11.97,0.94,26.0,76.5,zone2,Normal
GRD-20260414-3005419,2026-04-14T18:00:00Z,217.92,67.06,0.94,26.0,76.5,zone3,Normal
GRD-20260414-4005419,2026-04-14T18:00:00Z,220.86,198.4,0.82,26.0,76.5,zone4,Warning
GRD-20260414-1005420,2026-04-14T19:00:00Z,216.69,32.36,0.91,31.3,73.5,zone1,Normal
GRD-20260414-2005420,2026-04-14T19:00:00Z,213.13,23.76,0.86,31.3,73.5,zone2,Normal
GRD-20260414-3005420,2026-04-14T19:00:00Z,215.72,65.57,0.89,31.3,73.5,zone3,Normal
GRD-20260414-4005420,2026-04-14T19:00:00Z,214.45,156.7,0.84,31.3,73.5,zone4,Warning
GRD-20260414-1005421,2026-04-14T20:00:00Z,220.58,35.3,0.95,33.0,60.3,zone1,Normal
GRD-20260414-2005421,2026-04-14T20:00:00Z,216.3,24.48,0.93,33.0,60.3,zone2,Normal
GRD-20260414-3005421,2026-04-14T20:00:00Z,219.59,42.21,0.93,33.0,60.3,zone3,Normal
GRD-20260414-4005421,2026-04-14T20:00:00Z,212.36,111.22,0.9,33.0,60.3,zone4,Normal
GRD-20260414-1005422,2026-04-14T21:00:00Z,217.23,28.08,0.93,27.8,63.6,zone1,Normal
GRD-20260414-2005422,2026-04-14T21:00:00Z,223.13,8.95,0.92,27.8,63.6,zone2,Normal
GRD-20260414-3005422,2026-04-14T21:00:00Z,220.92,95.33,0.87,27.8,63.6,zone3,Normal
GRD-20260414-4005422,2026-04-14T21:00:00Z,232.56,203.18,0.92,27.8,63.6,zone4,Normal
GRD-20260414-1005423,2026-04-14T22:00:00Z,217.11,49.28,0.99,31.3,85.0,zone1,Normal
GRD-20260414-2005423,2026-04-14T22:00:00Z,218.63,17.43,0.92,31.3,85.0,zone2,Normal
GRD-20260414-3005423,2026-04-14T22:00:00Z,212.69,78.81,0.92,31.3,85.0,zone3,Normal
GRD-20260414-4005423,2026-04-14T22:00:00Z,199.63,164.28,0.77,31.3,85.0,zone4,Critical
GRD-20260414-1005424,2026-04-14T23:00:00Z,220.39,48.46,0.95,33.2,73.7,zone1,Normal
GRD-20260414-2005424,2026-04-14T23:00:00Z,218.58,19.34,0.85,33.2,73.7,zone2,Normal
GRD-20260414-3005424,2026-04-14T23:00:00Z,221.71,68.03,0.94,33.2,73.7,zone3,Normal
GRD-20260414-4005424,2026-04-14T23:00:00Z,215.11,242.63,0.88,33.2,73.7,zone4,Normal
GRD-20260415-1005425,2026-04-15T00:00:00Z,218.7,19.2,0.97,28.4,72.9,zone1,Normal
GRD-20260415-2005425,2026-04-15T00:00:00Z,213.1,11.1,0.83,28.4,72.9,zone2,Warning
GRD-20260415-3005425,2026-04-15T00:00:00Z,222.75,47.44,0.87,28.4,72.9,zone3,Normal
GRD-20260415-4005425,2026-04-15T00:00:00Z,220.65,113.99,0.83,28.4,72.9,zone4,Warning
GRD-20260415-1005426,2026-04-15T01:00:00Z,218.94,35.35,0.98,33.9,87.9,zone1,Normal
GRD-20260415-2005426,2026-04-15T01:00:00Z,217.63,11.82,0.81,33.9,87.9,zone2,Warning
GRD-20260415-3005426,2026-04-15T01:00:00Z,220.45,79.69,0.9,33.9,87.9,zone3,Normal
GRD-20260415-4005426,2026-04-15T01:00:00Z,218.19,162.14,0.73,33.9,87.9,zone4,Critical
GRD-20260415-1005427,2026-04-15T02:00:00Z,226.81,29.8,0.95,33.0,82.5,zone1,Normal
GRD-20260415-2005427,2026-04-15T02:00:00Z,211.33,14.3,0.89,33.0,82.5,zone2,Normal
GRD-20260415-3005427,2026-04-15T02:00:00Z,219.08,76.84,0.88,33.0,82.5,zone3,Normal
GRD-20260415-4005427,2026-04-15T02:00:00Z,225.15,143.07,0.7,33.0,82.5,zone4,Critical
GRD-20260415-1005428,2026-04-15T03:00:00Z,217.17,48.57,0.97,28.4,78.0,zone1,Normal
GRD-20260415-2005428,2026-04-15T03:00:00Z,218.58,13.21,0.85,28.4,78.0,zone2,Normal
GRD-20260415-3005428,2026-04-15T03:00:00Z,215.62,58.98,0.92,28.4,78.0,zone3,Normal
GRD-20260415-4005428,2026-04-15T03:00:00Z,220.11,150.76,0.84,28.4,78.0,zone4,Warning
GRD-20260415-1005429,2026-04-15T04:00:00Z,218.61,16.36,0.98,27.1,87.9,zone1,Normal
GRD-20260415-2005429,2026-04-15T04:00:00Z,214.9,13.09,0.93,27.1,87.9,zone2,Normal
GRD-20260415-3005429,2026-04-15T04:00:00Z,223.64,66.39,0.92,27.1,87.9,zone3,Normal
GRD-20260415-4005429,2026-04-15T04:00:00Z,208.03,267.57,0.87,27.1,87.9,zone4,Normal
GRD-20260415-1005430,2026-04-15T05:00:00Z,220.0,31.38,0.98,27.7,72.2,zone1,Normal
GRD-20260415-2005430,2026-04-15T05:00:00Z,211.55,24.94,0.81,27.7,72.2,zone2,Warning
GRD-20260415-3005430,2026-04-15T05:00:00Z,221.71,76.76,0.93,27.7,72.2,zone3,Normal
GRD-20260415-4005430,2026-04-15T05:00:00Z,209.27,155.09,0.86,27.7,72.2,zone4,Normal
GRD-20260415-1005431,2026-04-15T06:00:00Z,222.03,40.31,0.99,30.1,78.1,zone1,Normal
GRD-20260415-2005431,2026-04-15T06:00:00Z,221.25,16.33,0.87,30.1,78.1,zone2,Normal
GRD-20260415-3005431,2026-04-15T06:00:00Z,220.04,87.03,0.89,30.1,78.1,zone3,Normal
GRD-20260415-4005431,2026-04-15T06:00:00Z,215.91,274.74,0.83,30.1,78.1,zone4,Warning
GRD-20260415-1005432,2026-04-15T07:00:00Z,220.29,26.83,0.93,26.0,86.6,zone1,Normal
GRD-20260415-2005432,2026-04-15T07:00:00Z,222.5,15.2,0.85,26.0,86.6,zone2,Normal
GRD-20260415-3005432,2026-04-15T07:00:00Z,215.86,61.61,0.88,26.0,86.6,zone3,Normal
GRD-20260415-4005432,2026-04-15T07:00:00Z,211.73,143.13,0.84,26.0,86.6,zone4,Warning
GRD-20260415-1005433,2026-04-15T08:00:00Z,217.8,19.99,0.99,27.4,80.4,zone1,Normal
GRD-20260415-2005433,2026-04-15T08:00:00Z,216.82,20.16,0.85,27.4,80.4,zone2,Normal
GRD-20260415-3005433,2026-04-15T08:00:00Z,217.27,75.23,0.9,27.4,80.4,zone3,Normal
GRD-20260415-4005433,2026-04-15T08:00:00Z,213.59,289.89,0.8,27.4,80.4,zone4,Warning
GRD-20260415-1005434,2026-04-15T09:00:00Z,220.82,34.31,0.91,32.2,50.5,zone1,Normal
GRD-20260415-2005434,2026-04-15T09:00:00Z,223.52,14.04,0.9,32.2,50.5,zone2,Normal
GRD-20260415-3005434,2026-04-15T09:00:00Z,218.81,59.04,0.95,32.2,50.5,zone3,Normal
GRD-20260415-4005434,2026-04-15T09:00:00Z,223.52,123.6,0.84,32.2,50.5,zone4,Warning
GRD-20260415-1005435,2026-04-15T10:00:00Z,221.55,17.16,0.97,35.7,62.2,zone1,Normal
GRD-20260415-2005435,2026-04-15T10:00:00Z,223.23,13.92,0.9,35.7,62.2,zone2,Normal
GRD-20260415-3005435,2026-04-15T10:00:00Z,219.8,69.56,0.9,35.7,62.2,zone3,Normal
GRD-20260415-4005435,2026-04-15T10:00:00Z,219.67,167.93,0.76,35.7,62.2,zone4,Critical
GRD-20260415-1005436,2026-04-15T11:00:00Z,216.68,42.7,0.96,28.3,70.8,zone1,Normal
GRD-20260415-2005436,2026-04-15T11:00:00Z,219.22,21.9,0.89,28.3,70.8,zone2,Normal
GRD-20260415-3005436,2026-04-15T11:00:00Z,222.41,77.96,0.87,28.3,70.8,zone3,Normal
GRD-20260415-4005436,2026-04-15T11:00:00Z,225.27,245.17,0.81,28.3,70.8,zone4,Warning
GRD-20260415-1005437,2026-04-15T12:00:00Z,218.7,41.41,0.97,27.4,74.0,zone1,Normal
GRD-20260415-2005437,2026-04-15T12:00:00Z,220.15,12.49,0.82,27.4,74.0,zone2,Warning
GRD-20260415-3005437,2026-04-15T12:00:00Z,225.45,66.34,0.93,27.4,74.0,zone3,Normal
GRD-20260415-4005437,2026-04-15T12:00:00Z,217.66,119.52,0.82,27.4,74.0,zone4,Warning
GRD-20260415-1005438,2026-04-15T13:00:00Z,216.45,34.11,0.94,29.2,84.9,zone1,Normal
